year,election,jurisdiction,position,candidate,precinct,vote_count,vote_percent
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-2513,1,0.41
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-2514,1,0.32
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-2515,3,0.97
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-2524,1,0.74
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-2526,2,0.75
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-2590,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-2592,3,1.73
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-2593,2,1.05
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-2743,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-3317,1,0.34
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-3318,2,0.96
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-3586,2,0.9
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-3685,4,1.68
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-3699,1,0.53
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-3710,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-3743,1,0.36
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 36-3821,3,1.96
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 43-1335,2,0.52
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 43-1348,2,1.14
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 43-1349,2,1.04
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 43-1350,4,3.28
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 43-1351,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 43-1352,3,1.17
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 43-1353,1,0.43
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 43-1354,2,1.01
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 43-2850,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1262,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1263,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1264,1,0.5
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1265,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1266,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1267,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1268,2,0.97
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1269,1,0.44
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1272,2,0.7
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1274,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1275,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1277,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1278,4,2.05
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1280,2,0.87
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1282,1,0.27
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1283,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1284,1,0.75
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1285,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1292,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1300,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1309,3,1.03
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1310,3,1.42
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1312,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1313,1,0.64
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1314,1,0.55
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-1406,1,0.42
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-2047,6,2.09
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-3262,0,0
2023,General,City of Seattle,Council District No. 6,Write-in,SEA 46-3788,0,0
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 34-1823,0,0
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 34-3230,119,40.75
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1666,50,23.04
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1668,124,53.68
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1670,112,36.01
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1672,47,28.66
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1683,81,33.06
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1684,85,54.14
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1685,130,57.78
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1686,106,66.67
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1687,139,51.87
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1704,60,56.07
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1709,134,69.07
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1710,53,56.99
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1711,79,59.85
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1712,141,63.23
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1713,88,63.31
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1714,146,59.11
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1715,76,65.52
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1716,79,67.52
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1717,73,46.5
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1718,74,55.64
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1719,112,53.59
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1720,143,61.37
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1721,104,52
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1722,127,57.47
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1723,86,39.63
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1724,69,34.67
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1725,80,50.96
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1726,94,55.95
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1727,82,38.14
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1729,59,49.58
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1730,86,40.95
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1731,75,32.61
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1732,113,45.38
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1734,121,50.42
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1735,60,35.93
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1736,64,36.78
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1737,105,52.76
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1738,63,39.13
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1739,63,30.43
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1740,77,35.81
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1741,65,42.48
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1742,75,43.86
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1743,108,45.57
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1744,79,32.92
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1746,94,46.08
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1747,73,36.87
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1748,85,51.83
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1749,132,55.23
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1750,138,45.7
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1751,86,43.22
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1752,83,37.22
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1754,120,48.98
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1755,58,37.42
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1756,170,61.15
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1757,62,45.93
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1758,85,41.46
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1759,79,42.7
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1760,95,42.41
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1761,75,39.89
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1762,75,38.86
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1763,70,43.75
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1764,80,44.69
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1765,70,42.17
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1766,163,43.24
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1767,88,59.46
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1768,77,54.23
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1769,46,29.68
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1771,103,50.49
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1803,78,40.62
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1805,110,55.56
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1806,191,67.97
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1808,107,75.35
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1812,105,63.25
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1813,89,57.79
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1815,124,56.62
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-1816,77,53.47
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-2795,64,71.11
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-3319,83,56.85
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-3587,90,62.07
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-3689,86,68.8
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-3720,159,59.11
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-3745,104,54.17
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-3797,75,66.96
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-3822,74,58.27
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-3933,74,65.49
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 36-3936,83,66.94
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-1772,101,40.56
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-1773,125,51.44
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-1774,57,25
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-1775,21,77.78
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-1776,88,31.21
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-1779,92,60.93
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-1780,120,58.54
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-1801,118,35.98
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-2544,138,61.88
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-2749,84,65.12
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-2750,68,50.75
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-2862,87,60
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3267,82,71.93
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3320,65,44.52
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3341,109,40.82
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3345,88,47.31
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3496,138,46.78
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3566,101,42.44
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3570,91,70.54
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3571,33,66
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3605,142,61.21
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3628,93,46.5
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3665,77,57.46
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3669,78,55.32
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3679,50,52.08
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3686,75,35.71
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3700,132,40.24
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3701,109,61.58
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3705,91,53.85
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3719,85,47.75
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3747,40,49.38
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3749,104,58.43
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3750,60,45.11
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3807,116,64.8
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3875,43,58.9
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3876,99,59.64
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3877,80,46.78
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3934,103,37.32
2023,General,City of Seattle,Council District No. 7,Andrew J. Lewis,SEA 43-3975,43,35.83
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 34-1823,1,100
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 34-3230,173,59.25
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1666,167,76.96
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1668,107,46.32
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1670,199,63.99
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1672,117,71.34
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1683,163,66.53
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1684,71,45.22
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1685,95,42.22
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1686,52,32.7
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1687,128,47.76
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1704,47,43.93
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1709,58,29.9
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1710,40,43.01
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1711,53,40.15
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1712,82,36.77
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1713,49,35.25
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1714,101,40.89
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1715,38,32.76
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1716,37,31.62
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1717,84,53.5
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1718,59,44.36
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1719,97,46.41
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1720,90,38.63
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1721,96,48
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1722,93,42.08
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1723,131,60.37
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1724,130,65.33
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1725,77,49.04
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1726,73,43.45
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1727,132,61.4
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1729,60,50.42
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1730,123,58.57
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1731,155,67.39
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1732,136,54.62
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1734,117,48.75
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1735,107,64.07
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1736,110,63.22
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1737,93,46.73
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1738,98,60.87
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1739,144,69.57
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1740,138,64.19
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1741,86,56.21
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1742,96,56.14
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1743,129,54.43
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1744,158,65.83
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1746,110,53.92
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1747,125,63.13
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1748,79,48.17
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1749,107,44.77
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1750,164,54.3
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1751,113,56.78
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1752,140,62.78
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1754,125,51.02
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1755,97,62.58
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1756,107,38.49
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1757,73,54.07
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1758,120,58.54
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1759,106,57.3
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1760,128,57.14
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1761,113,60.11
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1762,118,61.14
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1763,89,55.62
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1764,98,54.75
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1765,96,57.83
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1766,213,56.5
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1767,58,39.19
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1768,65,45.77
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1769,109,70.32
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1771,101,49.51
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1803,114,59.38
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1805,88,44.44
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1806,90,32.03
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1808,33,23.24
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1812,61,36.75
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1813,65,42.21
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1815,95,43.38
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-1816,66,45.83
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-2795,26,28.89
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-3319,62,42.47
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-3587,55,37.93
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-3689,39,31.2
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-3720,110,40.89
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-3745,84,43.75
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-3797,36,32.14
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-3822,53,41.73
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-3933,39,34.51
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 36-3936,41,33.06
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-1772,144,57.83
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-1773,117,48.15
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-1774,170,74.56
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-1775,6,22.22
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-1776,191,67.73
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-1779,56,37.09
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-1780,82,40
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-1801,210,64.02
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-2544,85,38.12
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-2749,44,34.11
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-2750,66,49.25
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-2862,57,39.31
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3267,32,28.07
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3320,81,55.48
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3341,156,58.43
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3345,97,52.15
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3496,156,52.88
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3566,137,57.56
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3570,38,29.46
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3571,16,32
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3605,90,38.79
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3628,107,53.5
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3665,56,41.79
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3669,63,44.68
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3679,45,46.88
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3686,134,63.81
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3700,196,59.76
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3701,68,38.42
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3705,77,45.56
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3719,93,52.25
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3747,40,49.38
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3749,73,41.01
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3750,72,54.14
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3807,63,35.2
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3875,30,41.1
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3876,66,39.76
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3877,90,52.63
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3934,170,61.59
2023,General,City of Seattle,Council District No. 7,Bob Kettle,SEA 43-3975,76,63.33
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 34-1823,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 34-3230,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1666,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1668,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1670,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1672,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1683,1,0.41
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1684,1,0.64
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1685,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1686,1,0.63
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1687,1,0.37
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1704,0,0
2023,General,City of Seattle,Council District No. 7,Write-in,SEA 36-1709,2,1.03
