year,election,jurisdiction,position,candidate,precinct,vote_count,vote_percent
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1246,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1247,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1248,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1249,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1250,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1251,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1252,5,1.49
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1254,2,1.27
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1255,1,0.63
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1256,1,0.44
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1257,2,0.73
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1258,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1259,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1408,2,0.45
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1409,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1410,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1411,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1412,2,1.4
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1413,2,0.75
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1414,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1415,2,0.87
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1416,1,0.46
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1418,1,0.56
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1419,2,0.59
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1420,2,0.53
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1422,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1423,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1424,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1425,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1426,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1427,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1428,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1429,1,0.65
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1430,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1431,2,0.85
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1432,1,0.47
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1433,4,1.83
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1434,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1435,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1436,1,0.74
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1437,2,0.8
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1438,1,0.55
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1439,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1440,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1441,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1442,1,0.61
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1443,2,0.78
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1444,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1446,1,0.4
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1448,2,1.18
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1449,1,0.52
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1450,1,0.52
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1451,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1452,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1453,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1454,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1455,1,0.47
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1456,2,0.9
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1457,1,0.43
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1458,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1459,1,0.55
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1460,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1461,1,0.4
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1462,3,1.56
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1463,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1464,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1465,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1466,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1467,1,0.28
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1468,2,0.96
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1469,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1470,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1471,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1472,1,0.62
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1473,1,0.55
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1474,1,0.51
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1475,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1476,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1477,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1478,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1479,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1480,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1481,4,1.86
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1482,1,0.53
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1484,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1485,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1486,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1487,5,1.58
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1488,2,1.23
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1489,2,0.83
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1490,3,1.07
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1493,2,0.6
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1494,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1496,1,0.73
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1497,1,0.3
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1498,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1499,1,0.33
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1500,2,0.66
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1501,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1502,2,0.93
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1504,2,0.82
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1506,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1507,1,0.47
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1508,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1509,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1510,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1511,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1512,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1513,1,0.36
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1514,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1515,1,0.49
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1516,1,0.49
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1517,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1518,1,0.69
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1519,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1520,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1521,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1522,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1523,1,0.53
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1524,2,1.07
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1526,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1527,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1529,1,0.81
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1530,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1532,2,1.42
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1533,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1534,1,0.45
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1535,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1536,1,0.57
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1537,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1538,3,1.32
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1539,2,1.03
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1540,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1541,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1543,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1545,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1546,5,2.14
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1550,1,0.41
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1552,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1602,1,0.3
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-1928,1,0.93
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-2501,3,1.25
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3175,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3263,2,1.02
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3264,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3265,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3266,2,1.77
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3416,1,1.33
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3497,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3617,4,1.56
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3632,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3637,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3647,1,0.88
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3648,1,0.45
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3682,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3693,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3702,1,0.6
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3767,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3770,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3772,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3785,1,0.39
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3839,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3866,1,0.65
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 34-3942,0,0
2023,General,City of Seattle,Council District No. 1,Write-in,SEA 37-3969,0,0
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1553,98,43.75
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1555,117,60.94
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1557,51,43.22
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1558,83,40.89
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1559,67,59.82
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1563,54,46.15
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1564,91,44.83
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1565,83,53.9
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1566,38,24.36
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1567,81,52.6
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1568,72,45.86
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1570,98,38.89
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1571,96,47.76
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1572,78,45.88
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1574,65,36.72
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1575,23,26.14
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1576,65,45.45
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1578,81,48.8
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1579,60,48
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1580,94,55.29
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1582,129,58.11
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1583,144,62.34
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1584,93,44.29
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1585,85,36.17
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1586,128,53.78
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1587,60,27.15
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1588,82,53.59
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1589,112,53.33
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1590,84,41.18
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1591,109,47.81
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1592,309,66.74
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1593,160,64.26
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1594,121,66.12
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1596,120,39.6
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1597,65,39.16
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1600,138,54.55
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1607,155,55.56
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1608,245,72.92
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1609,188,74.02
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1610,123,59.71
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1611,113,53.05
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1612,48,25.53
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1613,65,30.09
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1614,83,43.46
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1615,102,57.95
2023,General,City of Seattle,Council District No. 2,Tammy J. Morales,SEA 37-1616,136,64.45
